,Player,Tm,Pos,Age,G,GS,Cmp,Att,Yds,Int,Att.1,Yds.1,Tgt,Rec,Yds.2,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints
0,Jerry Rice,SFO,WR,33.0,16.0,16.0,1.0,1.0,41.0,0.0,5.0,36.0,176.0,122.0,1848.0,15.15,3.0,3.0,41.0,1.0,1.0,36.0,1.0,5.0,1848.0,15.0,406.04
1,Randy Moss,NWE,WR,30.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,98.0,1493.0,15.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1493.0,23.0,385.3
2,Marvin Harrison,IND,WR,30.0,16.0,16.0,0.0,0.0,0.0,0.0,2.0,10.0,205.0,143.0,1722.0,12.04,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,1722.0,11.0,382.2
3,Antonio Brown,PIT,WR,26.0,16.0,16.0,2.0,2.0,20.0,0.0,4.0,13.0,181.0,129.0,1698.0,13.16,2.0,2.0,20.0,1.0,2.0,13.0,0.0,4.0,1698.0,13.0,378.9
4,Antonio Brown,PIT,WR,27.0,16.0,16.0,0.0,0.0,0.0,0.0,3.0,28.0,193.0,136.0,1834.0,13.49,3.0,2.0,0.0,0.0,0.0,28.0,0.0,3.0,1834.0,10.0,378.2
5,Randy Moss,MIN,WR,26.0,16.0,16.0,0.0,1.0,0.0,0.0,6.0,18.0,172.0,111.0,1632.0,14.7,1.0,1.0,0.0,0.0,1.0,18.0,0.0,6.0,1632.0,17.0,376.0
6,Isaac Bruce,STL,WR,23.0,16.0,16.0,0.0,0.0,0.0,0.0,3.0,17.0,199.0,119.0,1781.0,14.97,2.0,1.0,0.0,0.0,0.0,17.0,0.0,3.0,1781.0,13.0,374.8
7,Michael Thomas,NOR,WR,26.0,16.0,15.0,0.0,0.0,0.0,0.0,1.0,-9.0,185.0,149.0,1725.0,11.58,1.0,0.0,0.0,0.0,0.0,-9.0,0.0,1.0,1725.0,9.0,374.6
8,Herman Moore,DET,WR,26.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,123.0,1686.0,13.71,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1686.0,14.0,371.6
9,Julio Jones,ATL,WR,26.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,136.0,1871.0,13.76,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1871.0,8.0,369.1
10,Cris Carter,MIN,WR,30.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,197.0,122.0,1371.0,11.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1371.0,17.0,361.1
11,Calvin Johnson,DET,WR,26.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,11.0,158.0,96.0,1681.0,17.51,1.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,1681.0,16.0,359.20000000000016
12,Jerry Rice,SFO,WR,32.0,16.0,16.0,0.0,0.0,0.0,0.0,7.0,93.0,151.0,112.0,1499.0,13.38,1.0,1.0,0.0,0.0,0.0,93.0,2.0,7.0,1499.0,13.0,359.2
13,Torry Holt,STL,WR,27.0,16.0,15.0,0.0,0.0,0.0,0.0,1.0,5.0,183.0,117.0,1696.0,14.5,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1696.0,12.0,359.1
14,Marvin Harrison,IND,WR,29.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,3.0,164.0,109.0,1524.0,13.98,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1524.0,15.0,351.7
15,Marvin Harrison,IND,WR,27.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,4.0,184.0,115.0,1663.0,14.46,2.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1663.0,12.0,351.7
16,Jerry Rice,SFO,WR,31.0,16.0,16.0,0.0,0.0,0.0,0.0,3.0,69.0,153.0,98.0,1503.0,15.34,3.0,0.0,0.0,0.0,0.0,69.0,1.0,3.0,1503.0,15.0,345.2
17,Jerry Rice,SFO,WR,24.0,16.0,15.0,1.0,2.0,16.0,0.0,10.0,72.0,,86.0,1570.0,18.26,2.0,0.0,16.0,0.0,2.0,72.0,1.0,10.0,1570.0,15.0,342.84
18,Calvin Johnson,DET,WR,27.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,122.0,1964.0,16.1,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1964.0,5.0,342.4
19,Brandon Marshall,NYJ,WR,31.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,109.0,1502.0,13.78,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1502.0,14.0,339.2
20,Demaryius Thomas,DEN,WR,27.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,111.0,1619.0,14.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1619.0,11.0,338.9
21,Steve Smith,CAR,WR,26.0,16.0,16.0,0.0,0.0,0.0,0.0,4.0,25.0,150.0,103.0,1563.0,15.17,2.0,1.0,0.0,0.0,0.0,25.0,1.0,4.0,1563.0,12.0,337.8
22,Wes Welker,NWE,WR,30.0,16.0,15.0,0.0,0.0,0.0,0.0,4.0,30.0,173.0,122.0,1569.0,12.86,1.0,0.0,0.0,0.0,0.0,30.0,0.0,4.0,1569.0,9.0,335.9
23,Jerry Rice,SFO,WR,27.0,16.0,16.0,0.0,0.0,0.0,0.0,5.0,33.0,,82.0,1483.0,18.09,0.0,0.0,0.0,0.0,0.0,33.0,0.0,5.0,1483.0,17.0,335.6
24,Brandon Marshall,CHI,WR,28.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,-2.0,192.0,118.0,1508.0,12.78,2.0,0.0,0.0,0.0,0.0,-2.0,0.0,1.0,1508.0,11.0,334.6
25,DeAndre Hopkins,HOU,WR,26.0,16.0,16.0,0.0,1.0,0.0,0.0,1.0,-7.0,163.0,115.0,1572.0,13.67,2.0,2.0,0.0,0.0,1.0,-7.0,0.0,1.0,1572.0,11.0,333.5
26,Terrell Owens,SFO,WR,28.0,16.0,16.0,0.0,0.0,0.0,0.0,4.0,21.0,155.0,93.0,1412.0,15.18,0.0,0.0,0.0,0.0,0.0,21.0,0.0,4.0,1412.0,16.0,332.3
27,Robert Brooks,GNB,WR,25.0,16.0,16.0,0.0,0.0,0.0,0.0,4.0,21.0,167.0,102.0,1497.0,14.68,0.0,0.0,0.0,0.0,0.0,21.0,0.0,4.0,1497.0,13.0,331.8
28,Michael Irvin,DAL,WR,29.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,111.0,1603.0,14.44,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1603.0,10.0,329.3
29,DeAndre Hopkins,HOU,WR,23.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,111.0,1521.0,13.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1521.0,11.0,329.1
30,Hines Ward,PIT,WR,26.0,16.0,16.0,0.0,0.0,0.0,0.0,12.0,142.0,160.0,112.0,1329.0,11.87,1.0,1.0,0.0,0.0,0.0,142.0,0.0,12.0,1329.0,12.0,329.1
31,Muhsin Muhammad,CAR,WR,31.0,16.0,16.0,0.0,0.0,0.0,0.0,3.0,15.0,160.0,93.0,1405.0,15.11,3.0,1.0,0.0,0.0,0.0,15.0,0.0,3.0,1405.0,16.0,329.0
32,Sterling Sharpe,GNB,WR,27.0,16.0,16.0,0.0,0.0,0.0,0.0,4.0,8.0,162.0,108.0,1461.0,13.53,2.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,1461.0,13.0,328.9000000000001
33,Tyreek Hill,KAN,WR,24.0,16.0,16.0,0.0,0.0,0.0,0.0,22.0,151.0,137.0,87.0,1479.0,17.0,0.0,0.0,0.0,0.0,0.0,151.0,1.0,22.0,1479.0,12.0,328.0
34,Jordy Nelson,GNB,WR,29.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,98.0,1519.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1519.0,13.0,327.9
35,Davante Adams,GNB,WR,26.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,111.0,1386.0,12.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1386.0,13.0,327.6
36,Marvin Harrison,IND,WR,28.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,102.0,1413.0,13.85,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1413.0,14.0,327.3
37,Jerry Rice,SFO,WR,28.0,16.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,,100.0,1502.0,15.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1502.0,13.0,326.2
38,Julio Jones,ATL,WR,29.0,16.0,16.0,0.0,0.0,0.0,0.0,2.0,12.0,170.0,113.0,1677.0,14.84,2.0,2.0,0.0,0.0,0.0,12.0,0.0,2.0,1677.0,8.0,325.9
39,Carl Pickens,CIN,WR,25.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,6.0,168.0,99.0,1234.0,12.46,1.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1234.0,17.0,325.0
40,Antonio Brown,PIT,WR,30.0,15.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,168.0,104.0,1297.0,12.47,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1297.0,15.0,323.7
41,Rod Smith,DEN,WR,30.0,16.0,16.0,0.0,0.0,0.0,0.0,6.0,99.0,173.0,100.0,1602.0,16.02,1.0,1.0,0.0,0.0,0.0,99.0,1.0,6.0,1602.0,8.0,322.1
42,Terrell Owens,SFO,WR,29.0,14.0,14.0,0.0,0.0,0.0,0.0,7.0,79.0,159.0,100.0,1300.0,13.0,0.0,0.0,0.0,0.0,0.0,79.0,1.0,7.0,1300.0,13.0,321.9
43,Odell Beckham,NYG,WR,23.0,15.0,15.0,0.0,0.0,0.0,0.0,1.0,3.0,158.0,96.0,1450.0,15.1,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1450.0,13.0,319.3
44,Terrell Owens,SFO,WR,27.0,14.0,13.0,0.0,0.0,0.0,0.0,3.0,11.0,146.0,97.0,1451.0,14.96,3.0,1.0,0.0,0.0,0.0,11.0,0.0,3.0,1451.0,13.0,319.2000000000001
45,Demaryius Thomas,DEN,WR,26.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,92.0,1430.0,15.54,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1430.0,14.0,319.0
46,Andre Johnson,HOU,WR,27.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,115.0,1575.0,13.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1575.0,8.0,318.5
47,Mark Clayton,MIA,WR,23.0,15.0,15.0,0.0,1.0,0.0,1.0,3.0,35.0,,73.0,1389.0,19.03,2.0,0.0,0.0,0.0,1.0,35.0,0.0,3.0,1389.0,18.0,317.4
48,Rod Smith,DEN,WR,31.0,15.0,14.0,0.0,0.0,0.0,0.0,3.0,27.0,172.0,113.0,1343.0,11.88,1.0,0.0,0.0,0.0,0.0,27.0,0.0,3.0,1343.0,11.0,316.0
49,Dez Bryant,DAL,WR,26.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,88.0,1320.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1320.0,16.0,316.0
50,Michael Thomas,NOR,WR,25.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,125.0,1405.0,11.24,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1405.0,9.0,315.5
51,Sterling Sharpe,GNB,WR,29.0,16.0,16.0,0.0,0.0,0.0,0.0,3.0,15.0,159.0,94.0,1119.0,11.9,1.0,0.0,0.0,0.0,0.0,15.0,0.0,3.0,1119.0,18.0,315.4
52,Josh Gordon,CLE,WR,22.0,14.0,14.0,0.0,0.0,0.0,0.0,5.0,88.0,159.0,87.0,1646.0,18.92,0.0,0.0,0.0,0.0,0.0,88.0,0.0,5.0,1646.0,9.0,314.4000000000001
53,Jimmy Smith,JAX,WR,30.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,116.0,1636.0,14.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1636.0,6.0,313.6
54,Brett Perriman,DET,WR,30.0,16.0,16.0,0.0,0.0,0.0,0.0,5.0,48.0,179.0,108.0,1488.0,13.78,1.0,1.0,0.0,0.0,0.0,48.0,0.0,5.0,1488.0,9.0,313.6
55,Andre Johnson,HOU,WR,28.0,16.0,16.0,0.0,0.0,0.0,0.0,2.0,10.0,171.0,101.0,1569.0,15.53,1.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,1569.0,9.0,312.9
56,Roddy White,ATL,WR,29.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,3.0,179.0,115.0,1389.0,12.08,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1389.0,10.0,312.2
57,Jerry Rice,SFO,WR,25.0,12.0,12.0,0.0,0.0,0.0,0.0,8.0,51.0,,65.0,1078.0,16.58,2.0,0.0,0.0,0.0,0.0,51.0,1.0,8.0,1078.0,22.0,311.9000000000001
58,Randy Moss,MIN,WR,23.0,16.0,16.0,0.0,0.0,0.0,0.0,3.0,5.0,129.0,77.0,1437.0,18.66,2.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,1437.0,15.0,311.2
59,Terance Mathis,ATL,WR,27.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,111.0,1342.0,12.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1342.0,11.0,311.2
60,Larry Fitzgerald,ARI,WR,25.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,96.0,1431.0,14.91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1431.0,12.0,311.1
61,Antonio Freeman,GNB,WR,26.0,15.0,15.0,0.0,0.0,0.0,0.0,3.0,5.0,153.0,84.0,1424.0,16.95,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,1424.0,14.0,310.9
62,DeAndre Hopkins,HOU,WR,25.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,96.0,1378.0,14.35,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1378.0,13.0,309.8
63,Reggie Wayne,IND,WR,29.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,4.0,156.0,104.0,1510.0,14.52,3.0,3.0,0.0,0.0,0.0,4.0,0.0,1.0,1510.0,10.0,309.4
64,Antonio Brown,PIT,WR,25.0,16.0,14.0,1.0,1.0,15.0,0.0,7.0,4.0,167.0,110.0,1499.0,13.63,1.0,0.0,15.0,0.0,1.0,4.0,0.0,7.0,1499.0,8.0,308.9
65,Antonio Brown,PIT,WR,29.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,101.0,1533.0,15.18,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1533.0,9.0,308.3
66,Larry Fitzgerald,ARI,WR,22.0,16.0,16.0,0.0,0.0,0.0,0.0,8.0,41.0,165.0,103.0,1409.0,13.68,0.0,0.0,0.0,0.0,0.0,41.0,0.0,8.0,1409.0,10.0,308.0
67,David Boston,ARI,WR,23.0,16.0,15.0,0.0,0.0,0.0,0.0,5.0,35.0,175.0,98.0,1598.0,16.31,1.0,1.0,0.0,0.0,0.0,35.0,0.0,5.0,1598.0,8.0,307.3
68,Antonio Brown,PIT,WR,28.0,15.0,15.0,0.0,0.0,0.0,0.0,3.0,9.0,154.0,106.0,1284.0,12.11,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,1284.0,12.0,307.2999999999999
69,Terrell Owens,DAL,WR,34.0,15.0,15.0,0.0,0.0,0.0,0.0,1.0,5.0,141.0,81.0,1355.0,16.73,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1355.0,15.0,307.0
70,A.J. Green,CIN,WR,25.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,98.0,1426.0,14.55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1426.0,11.0,306.6
71,Adam Thielen,MIN,WR,28.0,16.0,16.0,0.0,0.0,0.0,0.0,5.0,30.0,153.0,113.0,1373.0,12.15,1.0,1.0,0.0,0.0,0.0,30.0,0.0,5.0,1373.0,9.0,305.3
72,Sterling Sharpe,GNB,WR,24.0,16.0,16.0,0.0,0.0,0.0,0.0,2.0,25.0,,90.0,1423.0,15.81,1.0,0.0,0.0,0.0,0.0,25.0,0.0,2.0,1423.0,12.0,304.8
73,Jordy Nelson,GNB,WR,31.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,97.0,1257.0,12.96,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1257.0,14.0,304.7
74,Sterling Sharpe,GNB,WR,28.0,16.0,16.0,1.0,1.0,1.0,0.0,4.0,8.0,189.0,112.0,1274.0,11.38,1.0,0.0,1.0,0.0,1.0,8.0,0.0,4.0,1274.0,11.0,304.24
75,Allen Robinson,JAX,WR,22.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,80.0,1400.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,14.0,304.0
76,Jimmy Graham,NOR,WR,27.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,86.0,1215.0,14.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1215.0,16.0,303.5
77,Rob Moore,ARI,WR,29.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,97.0,1584.0,16.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1584.0,8.0,303.4
78,Calvin Johnson,DET,WR,28.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,84.0,1492.0,17.76,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1492.0,12.0,303.2
79,Randy Moss,MIN,WR,21.0,16.0,11.0,0.0,0.0,0.0,0.0,1.0,4.0,124.0,69.0,1313.0,19.03,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1313.0,17.0,302.7
80,Roy Green,STL,WR,27.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,-10.0,,78.0,1555.0,19.94,1.0,0.0,0.0,0.0,0.0,-10.0,0.0,1.0,1555.0,12.0,302.5
81,Marvin Harrison,IND,WR,34.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,95.0,1366.0,14.38,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1366.0,12.0,301.6
82,Brandon Marshall,CHI,WR,29.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,100.0,1295.0,12.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1295.0,12.0,301.5
83,Braylon Edwards,CLE,WR,24.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,80.0,1289.0,16.11,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1289.0,16.0,300.9
84,Mike Evans,TAM,WR,23.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,96.0,1321.0,13.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1321.0,12.0,300.1
85,Joe Horn,NOR,WR,32.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,94.0,1399.0,14.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1399.0,11.0,299.9
86,A.J. Green,CIN,WR,24.0,16.0,16.0,0.0,0.0,0.0,0.0,4.0,38.0,164.0,97.0,1350.0,13.92,2.0,1.0,0.0,0.0,0.0,38.0,0.0,4.0,1350.0,11.0,299.8
87,Emmanuel Sanders,DEN,WR,27.0,16.0,16.0,0.0,0.0,0.0,0.0,8.0,44.0,141.0,101.0,1404.0,13.9,1.0,0.0,0.0,0.0,0.0,44.0,0.0,8.0,1404.0,9.0,299.7999999999999
88,T.J. Houshmandzadeh,CIN,WR,30.0,16.0,15.0,0.0,0.0,0.0,0.0,5.0,14.0,169.0,112.0,1143.0,10.21,2.0,1.0,0.0,0.0,0.0,14.0,0.0,5.0,1143.0,12.0,297.7
89,Dez Bryant,DAL,WR,24.0,16.0,14.0,0.0,0.0,0.0,0.0,2.0,-5.0,138.0,92.0,1382.0,15.02,5.0,2.0,0.0,0.0,0.0,-5.0,0.0,2.0,1382.0,12.0,297.7
90,Chad Johnson,CIN,WR,27.0,16.0,16.0,0.0,0.0,0.0,0.0,5.0,33.0,155.0,97.0,1432.0,14.76,1.0,0.0,0.0,0.0,0.0,33.0,0.0,5.0,1432.0,9.0,297.5
91,Julio Jones,ATL,WR,25.0,15.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,163.0,104.0,1593.0,15.32,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1593.0,6.0,297.4000000000001
92,Jimmy Smith,JAX,WR,32.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,-3.0,176.0,112.0,1373.0,12.26,1.0,0.0,0.0,0.0,0.0,-3.0,0.0,1.0,1373.0,8.0,297.0
93,Odell Beckham,NYG,WR,24.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,9.0,169.0,101.0,1367.0,13.53,3.0,1.0,0.0,0.0,0.0,9.0,0.0,1.0,1367.0,10.0,296.6
94,Andre Rison,ATL,WR,26.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,86.0,1242.0,14.44,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1242.0,15.0,296.2
95,Andre Johnson,HOU,WR,31.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,112.0,1598.0,14.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1598.0,4.0,295.8
96,John Jefferson,SDG,WR,24.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,16.0,,82.0,1340.0,16.34,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,1340.0,13.0,295.6
97,Javon Walker,GNB,WR,26.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,89.0,1382.0,15.53,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1382.0,12.0,295.2
98,Jerry Rice,SFO,WR,34.0,16.0,16.0,0.0,1.0,0.0,0.0,11.0,77.0,153.0,108.0,1254.0,11.61,0.0,0.0,0.0,0.0,1.0,77.0,1.0,11.0,1254.0,8.0,295.1
99,Odell Beckham,NYG,WR,22.0,12.0,11.0,0.0,1.0,0.0,0.0,7.0,35.0,130.0,91.0,1305.0,14.34,1.0,1.0,0.0,0.0,1.0,35.0,0.0,7.0,1305.0,12.0,295.0
100,JuJu Smith-Schuster,PIT,WR,22.0,16.0,13.0,0.0,0.0,0.0,0.0,1.0,13.0,166.0,111.0,1426.0,12.85,1.0,1.0,0.0,0.0,0.0,13.0,0.0,1.0,1426.0,7.0,294.9000000000001
101,Larry Fitzgerald,ARI,WR,24.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,100.0,1409.0,14.09,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1409.0,10.0,294.9
102,Randy Moss,MIN,WR,22.0,16.0,16.0,1.0,1.0,27.0,0.0,4.0,43.0,137.0,80.0,1413.0,17.66,3.0,1.0,27.0,1.0,1.0,43.0,0.0,4.0,1413.0,11.0,294.68
103,Stanley Morgan,NWE,WR,31.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,84.0,1491.0,17.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1491.0,10.0,293.1
104,Dez Bryant,DAL,WR,25.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,1.0,159.0,93.0,1233.0,13.26,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1233.0,13.0,292.4000000000001
105,Cris Carter,MIN,WR,34.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,90.0,1241.0,13.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1241.0,13.0,292.1
106,Randall Cobb,GNB,WR,24.0,16.0,16.0,0.0,0.0,0.0,0.0,11.0,37.0,127.0,91.0,1287.0,14.14,4.0,2.0,0.0,0.0,0.0,37.0,0.0,11.0,1287.0,12.0,291.4
107,Demaryius Thomas,DEN,WR,25.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,94.0,1434.0,15.26,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1434.0,10.0,291.4
108,Torry Holt,STL,WR,28.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,94.0,1372.0,14.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1372.0,10.0,291.2
109,Carl Pickens,CIN,WR,26.0,16.0,16.0,1.0,1.0,12.0,0.0,2.0,2.0,174.0,100.0,1180.0,11.8,0.0,0.0,12.0,0.0,1.0,2.0,0.0,2.0,1180.0,12.0,290.68
110,Randy Moss,MIN,WR,25.0,16.0,16.0,1.0,3.0,13.0,0.0,6.0,51.0,185.0,106.0,1347.0,12.71,1.0,1.0,13.0,1.0,3.0,51.0,0.0,6.0,1347.0,7.0,290.32
111,Eric Moulds,BUF,WR,29.0,16.0,15.0,0.0,0.0,0.0,0.0,1.0,7.0,180.0,100.0,1292.0,12.92,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,1292.0,10.0,289.9
112,Herman Moore,DET,WR,27.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,106.0,1296.0,12.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1296.0,9.0,289.6
113,Cris Carter,MIN,WR,29.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,122.0,1256.0,10.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1256.0,7.0,289.6
114,Wes Welker,NWE,WR,31.0,16.0,12.0,0.0,0.0,0.0,0.0,2.0,20.0,174.0,118.0,1354.0,11.47,3.0,1.0,0.0,0.0,0.0,20.0,0.0,2.0,1354.0,6.0,289.4
115,Torry Holt,STL,WR,29.0,14.0,14.0,0.0,0.0,0.0,0.0,1.0,2.0,163.0,102.0,1331.0,13.05,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1331.0,9.0,289.3
116,Victor Cruz,NYG,WR,25.0,16.0,7.0,0.0,0.0,0.0,0.0,1.0,3.0,131.0,82.0,1536.0,18.73,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1536.0,9.0,287.9000000000001
117,Chad Johnson,CIN,WR,29.0,16.0,16.0,0.0,0.0,0.0,0.0,6.0,47.0,161.0,93.0,1440.0,15.48,2.0,1.0,0.0,0.0,0.0,47.0,0.0,6.0,1440.0,8.0,287.7
118,Michael Irvin,DAL,WR,25.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,93.0,1523.0,16.38,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1523.0,8.0,287.3
119,Isaac Bruce,STL,WR,28.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,11.0,135.0,87.0,1471.0,16.91,1.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,1471.0,9.0,287.2000000000001
