,Player,Tm,Pos,Age,G,GS,Cmp,Att,Yds,Int,Att.1,Yds.1,Tgt,Rec,Yds.2,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints
7305,Oliver Hoyte,DAL,RB,23.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.2
7306,Trey Williams,IND,RB,23.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,0.0,0.0,1.2
7307,Obafemi Ayanbadejo,2TM,RB,24.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.2
7308,Scott Greene,IND,RB,26.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.2
7309,Stepfan Taylor,ARI,RB,25.0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,4.0,0.0,0.0,1.2
7310,Harold Morrow,MIN,RB,27.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.2
7311,Bob Hudson,OAK,RB,26.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,1.2
7312,Terrence Magee,SEA,RB,23.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,0.0,0.0,1.2
7313,Stephen Trejo,DET,RB,26.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.2
7314,Michael Gunter,KAN,RB,23.0,4.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,15.0,0.0,0.0,1.2
7315,Danny Vitale,GNB,RB,25.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.2
7316,Chris Pressley,TAM,RB,23.0,7.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.2
7317,Josh Adams,NYJ,RB,23.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,8.0,0.0,0.0,1.2
7318,Damien Harris,NWE,RB,22.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,4.0,0.0,0.0,1.2
7319,Darryl Oliver,ATL,RB,23.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.2
7320,Eddie Ray,BUF,RB,29.0,7.0,3.0,0.0,0.0,0.0,0.0,24.0,56.0,,3.0,26.0,8.67,5.0,0.0,0.0,0.0,0.0,56.0,0.0,24.0,26.0,0.0,1.1999999999999993
7321,Darryl Clark,CHI,RB,26.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,5.0,0.0,0.0,1.1
7322,Dexter McNabb,GNB,RB,23.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,0.0,1.1
7323,Randy Love,STL,RB,25.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0,0.0,1.1
7324,Rudy Harris,TAM,RB,23.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,11.0,5.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,1.1
7325,Antone Smith,CHI,RB,30.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,1.1
7326,Dexter Williams,GNB,RB,22.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,5.0,0.0,0.0,1.1
7327,Curtis Brinkley,SDG,RB,25.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,0.0,1.1
7328,Terry Cole,MIA,RB,26.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0,0.0,1.1
7329,Walt Easley,SFO,RB,25.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,5.0,0.0,0.0,1.1
7330,Ron Dickerson,KAN,RB,23.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,11.0,5.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,1.1
7331,Jonathan Williams,NOR,RB,24.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.1
7332,Tom Nowatzke,BAL,RB,30.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0,0.0,1.1
7333,Stacey Driver,CLE,RB,23.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,31.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31.0,0.0,9.0,0.0,0.0,1.1
7334,Alvin Pearman,SEA,RB,25.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1
7335,Victor Floyd,SDG,RB,23.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,,1.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,8.0,6.0,0.0,1.1
7336,Bronson Hill,JAX,RB,23.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,0.0,1.1
7337,Anthony Lynn,SFO,RB,27.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,0.0,1.1
7338,Jasen Isom,SFO,RB,27.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.1
7339,Heath Evans,SEA,RB,23.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,0.0,1.1
7340,Earl Carr,PHI,RB,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,2.0,0.0,1.1
7341,Fred McAfee,NOR,RB,34.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,1.1
7342,Oren O'Neal,OAK,RB,24.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1
7343,Earl Carr,PHI,RB,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,2.0,0.0,1.1
7344,Tyler Clutts,DAL,RB,30.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1
7345,Ed Toner,IND,RB,26.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,1.1
7346,Art Best,CHI,RB,25.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,0.0,1.1
7347,Lee White,RAM,RB,25.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,0.0,1.1
7348,Anthony Hutchison,BUF,RB,24.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,0.0,1.1
7349,Devante Mays,GNB,RB,23.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.1
7350,Chris Warren,SEA,RB,22.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,1.0,6.0,0.0,0.0,1.0999999999999996
7351,Clifton Smith,TAM,RB,24.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,5.0,2.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,7.0,0.0,4.0,4.0,0.0,1.0999999999999996
7352,Oliver Ross,DEN,RB,25.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,,1.0,13.0,13.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,13.0,0.0,1.0999999999999996
7353,Tyler Ervin,HOU,RB,23.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,3.0,18.0,6.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,18.0,0.0,1.0999999999999996
7354,Pete Roth,MIA,RB,25.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0,1.0
7355,Zack Crockett,2TM,RB,26.0,12.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,2.0,5.0,2.5,1.0,1.0,0.0,0.0,0.0,5.0,0.0,2.0,5.0,0.0,1.0
7356,Craig James,NWE,RB,26.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,0.0,0.0,1.0
7357,Raheem Mostert,SFO,RB,25.0,11.0,0.0,0.0,0.0,0.0,0.0,6.0,30.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,30.0,0.0,6.0,0.0,0.0,1.0
7358,Horace Ivory,NWE,RB,23.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0,1.0
7359,Eric Ball,OAK,RB,29.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,1.0
7360,Russell White,RAM,RB,23.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,1.0
7361,James Saxon,KAN,RB,24.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,,1.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,3.0,5.0,0.0,1.0
7362,Buddy Howell,HOU,RB,23.0,16.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,1.0
7363,Jason Wright,ATL,RB,22.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0,1.0
7364,Scottie Graham,CIN,RB,28.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,1.0
7365,Derrick Gainer,2TM,RB,26.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,1.0
7366,Bruce King,2TM,RB,23.0,9.0,1.0,0.0,0.0,0.0,0.0,4.0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,0.0,0.0,1.0
7367,Joe Aska,OAK,RB,25.0,7.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,12.0,0.0,0.0,1.0
7368,Spencer Ware,SEA,RB,22.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0,1.0
7369,Stan Winfrey,MIA,RB,22.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0,1.0
7370,Ken Lacy,KAN,RB,27.0,3.0,1.0,0.0,0.0,0.0,0.0,14.0,49.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,49.0,0.0,14.0,0.0,0.0,0.9000000000000004
7371,Jimmy Rogers,NOR,RB,26.0,15.0,0.0,0.0,0.0,0.0,0.0,9.0,37.0,,2.0,12.0,6.0,3.0,0.0,0.0,0.0,0.0,37.0,0.0,9.0,12.0,0.0,0.9000000000000004
7372,Wes Bender,NOR,RB,27.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0,0.0,0.0,0.9
7373,Hubie Oliver,2TM,RB,29.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-2.0,0.0,0.9
7374,Jim Van Wagner,NOR,RB,23.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.9
7375,Johnny Davis,CLE,RB,29.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,4.0,0.0,0.0,0.9
7376,Mikel Leshoure,DET,RB,23.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.9
7377,Alvis Whitted,JAX,RB,25.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.9
7378,Aaron Craver,MIA,RB,24.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.9
7379,Vaughn Dunbar,NOR,RB,26.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.9
7380,Jordan Scarlett,CAR,RB,23.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,4.0,0.0,0.0,0.9
7381,Da'Rel Scott,NYG,RB,24.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,6.0,0.0,0.0,0.9
7382,Keylon Kincade,DAL,RB,24.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,4.0,0.0,0.0,0.9
7383,LaMichael James,2TM,RB,25.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0,0.0,0.0,0.9
7384,Kenny King,HOU,RB,22.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.9
7385,Mike Pringle,ATL,RB,23.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.9
7386,Alonzo Williams,RAM,RB,24.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.9
7387,Senorise Perry,CHI,RB,23.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.9
7388,Cedric Cobbs,DEN,RB,25.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.9
7389,Cierre Wood,2TM,RB,22.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.9
7390,Ray Strong,ATL,RB,26.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,4.0,0.0,0.0,0.9
7391,B.J. Askew,NYJ,RB,23.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.9
7392,Christine Michael,IND,RB,28.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.9
7393,Steve Jones,BUF,RB,22.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.9
7394,John Kelly,LAR,RB,23.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.9
7395,Josh Ferguson,WAS,RB,26.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.9
7396,Ron Wolfley,STL,RB,33.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.9
7397,Kenny King,HOU,RB,22.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.9
7398,Sheldon Canley,NYJ,RB,24.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,4.0,0.0,0.0,0.9
7399,Jazz Jackson,NYJ,RB,24.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,,2.0,3.0,1.5,1.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,3.0,0.0,0.8999999999999999
7400,Robb Riddick,BUF,RB,24.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,29.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29.0,0.0,3.0,0.0,0.0,0.8999999999999999
7401,Tim Wilson,NOR,RB,30.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.8
7402,J.D. McKissic,SEA,RB,25.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,0.8
7403,Mike Hull,WAS,RB,26.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.8
7404,Terrell Watson,PIT,RB,24.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,0.0,0.0,0.8
7405,Basil Mitchell,GNB,RB,25.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.8
7406,Odell Lawson,NWE,RB,23.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.8
7407,Otis Wonsley,WAS,RB,28.0,16.0,1.0,0.0,0.0,0.0,0.0,4.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,0.8
7408,Garrett Wolfe,CHI,RB,26.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,0.8
7409,Jermaine Williams,JAX,RB,27.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.8
7410,Jim Culbreath,GNB,RB,27.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,0.0,0.0,0.8
7411,Tony Jeffery,PHO,RB,24.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,0.8
7412,Jackie Battle,KAN,RB,25.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.8
7413,Robert Kelley,WAS,RB,26.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,0.8
7414,Ryan Nall,CHI,RB,24.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.8
7415,Jim Culbreath,GNB,RB,27.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,0.0,0.0,0.8
7416,Kenyon Cotton,BAL,RB,24.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.8
7417,Dan Reeder,PIT,RB,26.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.8
7418,Anthony Allen,BAL,RB,23.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,0.8
7419,Jason Bratton,BUF,RB,24.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,0.8
7420,Tom Thompson,SDG,RB,23.0,12.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,6.0,0.0,0.0,0.8
7421,A.B. Brown,NYJ,RB,25.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.8
7422,Marquis Weeks,SEA,RB,26.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,0.8
7423,Jeremy McNichols,2TM,RB,23.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,0.8
7424,Jarrod Bunch,NYG,RB,23.0,16.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,2.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.7999999999999998
7425,Robert Alexander,RAM,RB,25.0,15.0,0.0,0.0,0.0,0.0,0.0,7.0,28.0,,1.0,10.0,10.0,2.0,0.0,0.0,0.0,0.0,28.0,0.0,7.0,10.0,0.0,0.7999999999999998
