,Player,Tm,Pos,Age,G,GS,Cmp,Att,Yds,Int,Att.1,Yds.1,Tgt,Rec,Yds.2,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints
2197,Mel Farr,DET,RB,29.0,11.0,7.0,0.0,0.0,0.0,0.0,97.0,373.0,,26.0,183.0,7.04,3.0,0.0,0.0,0.0,0.0,373.0,4.0,97.0,183.0,0.0,99.6
2198,Anthony Toney,PHI,RB,27.0,14.0,14.0,0.0,0.0,0.0,0.0,172.0,582.0,,19.0,124.0,6.53,4.0,0.0,0.0,0.0,0.0,582.0,3.0,172.0,124.0,0.0,99.6
2199,Kenneth Davis,BUF,RB,31.0,16.0,0.0,0.0,0.0,0.0,0.0,109.0,391.0,24.0,21.0,95.0,4.52,3.0,0.0,0.0,0.0,0.0,391.0,6.0,109.0,95.0,0.0,99.6
2200,Marcel Shipp,ARI,RB,27.0,15.0,11.0,0.0,0.0,0.0,0.0,157.0,451.0,44.0,35.0,255.0,7.29,4.0,3.0,0.0,0.0,0.0,451.0,0.0,157.0,255.0,0.0,99.6
2201,Bill Olds,BAL,RB,24.0,14.0,14.0,0.0,0.0,0.0,0.0,94.0,281.0,,30.0,194.0,6.47,1.0,0.0,0.0,0.0,0.0,281.0,2.0,94.0,194.0,2.0,99.5
2202,T.J. Duckett,ATL,RB,23.0,13.0,0.0,0.0,0.0,0.0,0.0,104.0,509.0,3.0,3.0,15.0,5.0,2.0,2.0,0.0,0.0,0.0,509.0,8.0,104.0,15.0,0.0,99.4
2203,Gerald Riggs,ATL,RB,22.0,9.0,0.0,0.0,0.0,0.0,0.0,78.0,299.0,,23.0,185.0,8.04,1.0,0.0,0.0,0.0,0.0,299.0,5.0,78.0,185.0,0.0,99.4
2204,Larry Centers,BUF,RB,34.0,16.0,7.0,0.0,0.0,0.0,0.0,11.0,56.0,63.0,43.0,388.0,9.02,0.0,0.0,0.0,0.0,0.0,56.0,2.0,11.0,388.0,0.0,99.4
2205,Dalton Hilliard,NOR,RB,22.0,16.0,5.0,1.0,3.0,29.0,0.0,121.0,425.0,,17.0,107.0,6.29,3.0,0.0,29.0,1.0,3.0,425.0,5.0,121.0,107.0,0.0,99.36
2206,Keith Byars,PHI,RB,24.0,10.0,8.0,0.0,0.0,0.0,0.0,116.0,426.0,,21.0,177.0,8.43,3.0,0.0,0.0,0.0,0.0,426.0,3.0,116.0,177.0,1.0,99.3
2207,Leroy Harris,MIA,RB,24.0,15.0,11.0,0.0,0.0,0.0,0.0,123.0,512.0,,25.0,211.0,8.44,5.0,0.0,0.0,0.0,0.0,512.0,2.0,123.0,211.0,0.0,99.3
2208,Kevin Long,NYJ,RB,25.0,15.0,7.0,0.0,0.0,0.0,0.0,115.0,355.0,,20.0,137.0,6.85,3.0,0.0,0.0,0.0,0.0,355.0,6.0,115.0,137.0,0.0,99.2
2209,Don Calhoun,NWE,RB,27.0,16.0,6.0,0.0,0.0,0.0,0.0,137.0,456.0,,15.0,66.0,4.4,2.0,0.0,0.0,0.0,0.0,456.0,5.0,137.0,66.0,1.0,99.2
2210,Jess Phillips,NOR,RB,26.0,14.0,14.0,0.0,0.0,0.0,0.0,198.0,663.0,,22.0,169.0,7.68,3.0,0.0,0.0,0.0,0.0,663.0,0.0,198.0,169.0,0.0,99.2
2211,Don Calhoun,NWE,RB,27.0,16.0,6.0,0.0,0.0,0.0,0.0,137.0,456.0,,15.0,66.0,4.4,2.0,0.0,0.0,0.0,0.0,456.0,5.0,137.0,66.0,1.0,99.2
2212,Mark Ingram,NOR,RB,23.0,16.0,5.0,0.0,0.0,0.0,0.0,156.0,602.0,10.0,6.0,29.0,4.83,0.0,0.0,0.0,0.0,0.0,602.0,5.0,156.0,29.0,0.0,99.1
2213,John Riggins,NYJ,RB,24.0,11.0,9.0,0.0,0.0,0.0,0.0,134.0,482.0,,23.0,158.0,6.87,6.0,0.0,0.0,0.0,0.0,482.0,4.0,134.0,158.0,0.0,99.0
2214,Jon Keyworth,DEN,RB,26.0,14.0,13.0,0.0,0.0,0.0,0.0,122.0,349.0,,22.0,201.0,9.14,1.0,0.0,0.0,0.0,0.0,349.0,3.0,122.0,201.0,1.0,99.0
2215,Tony Paige,MIA,RB,30.0,16.0,16.0,0.0,0.0,0.0,0.0,7.0,11.0,60.0,48.0,399.0,8.31,1.0,0.0,0.0,0.0,0.0,11.0,1.0,7.0,399.0,1.0,99.0
2216,Clarence Davis,OAK,RB,25.0,11.0,7.0,0.0,0.0,0.0,0.0,129.0,554.0,,11.0,145.0,13.18,0.0,0.0,0.0,0.0,0.0,554.0,2.0,129.0,145.0,1.0,98.9
2217,Jonathan Dwyer,PIT,RB,23.0,13.0,6.0,0.0,0.0,0.0,0.0,156.0,623.0,25.0,18.0,106.0,5.89,2.0,2.0,0.0,0.0,0.0,623.0,2.0,156.0,106.0,0.0,98.9
2218,Doug Dennison,DAL,RB,25.0,14.0,10.0,0.0,0.0,0.0,0.0,153.0,542.0,,8.0,67.0,8.38,3.0,0.0,0.0,0.0,0.0,542.0,6.0,153.0,67.0,0.0,98.9
2219,Jerome Bettis,PIT,RB,33.0,12.0,0.0,0.0,0.0,0.0,0.0,110.0,368.0,4.0,4.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,368.0,9.0,110.0,40.0,0.0,98.8
2220,Cannonball Butler,ATL,RB,28.0,13.0,13.0,0.0,0.0,0.0,0.0,186.0,594.0,,15.0,143.0,9.53,7.0,0.0,0.0,0.0,0.0,594.0,2.0,186.0,143.0,2.0,98.7
2221,Bilal Powell,NYJ,RB,24.0,14.0,2.0,0.0,0.0,0.0,0.0,110.0,437.0,36.0,17.0,140.0,8.24,0.0,0.0,0.0,0.0,0.0,437.0,4.0,110.0,140.0,0.0,98.7
2222,Tashard Choice,DAL,RB,24.0,16.0,3.0,0.0,0.0,0.0,0.0,92.0,472.0,30.0,21.0,185.0,8.81,0.0,0.0,0.0,0.0,0.0,472.0,2.0,92.0,185.0,0.0,98.7
2223,James Mungro,IND,RB,24.0,9.0,1.0,0.0,0.0,0.0,0.0,97.0,336.0,16.0,13.0,81.0,6.23,3.0,2.0,0.0,0.0,0.0,336.0,8.0,97.0,81.0,0.0,98.7
2224,Antowain Smith,BUF,RB,27.0,14.0,11.0,0.0,0.0,0.0,0.0,165.0,614.0,2.0,2.0,32.0,16.0,4.0,2.0,0.0,0.0,0.0,614.0,6.0,165.0,32.0,0.0,98.6
2225,Damien Williams,KAN,RB,26.0,16.0,3.0,0.0,0.0,0.0,0.0,50.0,256.0,24.0,23.0,160.0,6.96,1.0,1.0,0.0,0.0,0.0,256.0,4.0,50.0,160.0,2.0,98.6
2226,Mike Guman,RAM,RB,23.0,16.0,4.0,1.0,1.0,7.0,0.0,115.0,433.0,,18.0,130.0,7.22,2.0,0.0,7.0,1.0,1.0,433.0,4.0,115.0,130.0,0.0,98.58
2227,Carlos Hyde,2TM,RB,28.0,14.0,7.0,0.0,0.0,0.0,0.0,172.0,571.0,16.0,10.0,33.0,3.3,2.0,1.0,0.0,0.0,0.0,571.0,5.0,172.0,33.0,0.0,98.4
2228,Clark Gaines,NYJ,RB,26.0,5.0,5.0,0.0,0.0,0.0,0.0,36.0,174.0,,36.0,310.0,8.61,2.0,0.0,0.0,0.0,0.0,174.0,0.0,36.0,310.0,3.0,98.4
2229,Julius Jones,SEA,RB,27.0,15.0,10.0,0.0,0.0,0.0,0.0,158.0,698.0,25.0,14.0,66.0,4.71,4.0,2.0,0.0,0.0,0.0,698.0,2.0,158.0,66.0,0.0,98.4
2230,Gary Davis,MIA,RB,23.0,14.0,6.0,0.0,0.0,0.0,0.0,126.0,533.0,,14.0,151.0,10.79,1.0,0.0,0.0,0.0,0.0,533.0,2.0,126.0,151.0,1.0,98.4
2231,Darren McFadden,OAK,RB,26.0,10.0,7.0,1.0,1.0,16.0,0.0,114.0,379.0,25.0,17.0,108.0,6.35,1.0,1.0,16.0,1.0,1.0,379.0,5.0,114.0,108.0,0.0,98.34
2232,Jim Otis,STL,RB,26.0,14.0,12.0,0.0,0.0,0.0,0.0,158.0,664.0,,19.0,109.0,5.74,2.0,0.0,0.0,0.0,0.0,664.0,1.0,158.0,109.0,0.0,98.3
2233,Hank Bauer,SDG,RB,24.0,16.0,4.0,0.0,0.0,0.0,0.0,85.0,304.0,,10.0,78.0,7.8,2.0,0.0,0.0,0.0,0.0,304.0,8.0,85.0,78.0,1.0,98.2
2234,Billy Campfield,PHI,RB,25.0,16.0,0.0,0.0,0.0,0.0,0.0,31.0,115.0,,36.0,326.0,9.06,3.0,0.0,0.0,0.0,0.0,115.0,1.0,31.0,326.0,3.0,98.1
2235,Curtis Dickey,CLE,RB,30.0,14.0,10.0,0.0,0.0,0.0,0.0,135.0,523.0,,10.0,78.0,7.8,4.0,0.0,0.0,0.0,0.0,523.0,6.0,135.0,78.0,0.0,98.1
2236,LeGarrette Blount,2TM,RB,28.0,16.0,1.0,0.0,0.0,0.0,0.0,125.0,547.0,12.0,10.0,54.0,5.4,1.0,1.0,0.0,0.0,0.0,547.0,5.0,125.0,54.0,0.0,98.1
2237,Steve Broussard,CIN,RB,27.0,13.0,3.0,0.0,1.0,0.0,0.0,94.0,403.0,48.0,34.0,218.0,6.41,5.0,5.0,0.0,0.0,1.0,403.0,2.0,94.0,218.0,0.0,98.1
2238,Greg Jones,JAX,RB,24.0,14.0,13.0,0.0,0.0,0.0,0.0,151.0,575.0,15.0,10.0,65.0,6.5,0.0,0.0,0.0,0.0,0.0,575.0,4.0,151.0,65.0,0.0,98.0
2239,Kenton Keith,IND,RB,27.0,16.0,1.0,0.0,0.0,0.0,0.0,121.0,533.0,23.0,13.0,77.0,5.92,1.0,0.0,0.0,0.0,0.0,533.0,3.0,121.0,77.0,1.0,98.0
2240,Brent McClanahan,MIN,RB,26.0,14.0,14.0,0.0,0.0,0.0,0.0,95.0,324.0,,34.0,276.0,8.12,7.0,0.0,0.0,0.0,0.0,324.0,1.0,95.0,276.0,2.0,98.0
2241,Chris Fuamatu-Ma'afala,PIT,RB,24.0,16.0,5.0,0.0,0.0,0.0,0.0,120.0,453.0,20.0,16.0,127.0,7.94,0.0,0.0,0.0,0.0,0.0,453.0,3.0,120.0,127.0,1.0,98.0
2242,Lars Tate,TAM,RB,22.0,15.0,5.0,0.0,0.0,0.0,0.0,122.0,467.0,,5.0,23.0,4.6,2.0,0.0,0.0,0.0,0.0,467.0,7.0,122.0,23.0,1.0,98.0
2243,Daniel Thomas,MIA,RB,26.0,15.0,1.0,0.0,0.0,0.0,0.0,109.0,406.0,17.0,15.0,63.0,4.2,0.0,0.0,0.0,0.0,0.0,406.0,4.0,109.0,63.0,2.0,97.9
2244,Wayne Patrick,BUF,RB,25.0,14.0,13.0,0.0,0.0,0.0,0.0,79.0,332.0,,36.0,327.0,9.08,5.0,0.0,0.0,0.0,0.0,332.0,1.0,79.0,327.0,0.0,97.9
2245,Legedu Naanee,CAR,RB,28.0,15.0,10.0,1.0,1.0,27.0,0.0,0.0,0.0,76.0,44.0,467.0,10.61,0.0,0.0,27.0,0.0,1.0,0.0,0.0,0.0,467.0,1.0,97.78
2246,Barry Word,KAN,RB,29.0,12.0,11.0,0.0,0.0,0.0,0.0,163.0,607.0,14.0,9.0,80.0,8.89,2.0,0.0,0.0,0.0,0.0,607.0,4.0,163.0,80.0,0.0,97.7
2247,Ito Smith,ATL,RB,23.0,14.0,0.0,0.0,0.0,0.0,0.0,90.0,315.0,32.0,27.0,152.0,5.63,1.0,0.0,0.0,0.0,0.0,315.0,4.0,90.0,152.0,0.0,97.7
2248,Mike Pruitt,CLE,RB,28.0,9.0,9.0,0.0,0.0,0.0,0.0,143.0,516.0,,22.0,140.0,6.36,4.0,0.0,0.0,0.0,0.0,516.0,3.0,143.0,140.0,0.0,97.6
2249,Skip Hicks,WAS,RB,24.0,9.0,5.0,0.0,0.0,0.0,0.0,122.0,433.0,8.0,4.0,23.0,5.75,0.0,0.0,0.0,0.0,0.0,433.0,8.0,122.0,23.0,0.0,97.6
2250,Lenvil Elliott,SFO,RB,29.0,15.0,3.0,0.0,0.0,0.0,0.0,76.0,341.0,,27.0,285.0,10.56,5.0,0.0,0.0,0.0,0.0,341.0,2.0,76.0,285.0,1.0,97.6
2251,Timmy Newsome,DAL,RB,25.0,16.0,0.0,0.0,0.0,0.0,0.0,44.0,185.0,,18.0,250.0,13.89,0.0,0.0,0.0,0.0,0.0,185.0,2.0,44.0,250.0,4.0,97.5
2252,Jerious Norwood,ATL,RB,23.0,14.0,0.0,0.0,1.0,0.0,0.0,99.0,633.0,15.0,12.0,102.0,8.5,0.0,0.0,0.0,0.0,1.0,633.0,2.0,99.0,102.0,0.0,97.5
2253,Joe Morris,NYG,RB,24.0,16.0,8.0,0.0,0.0,0.0,0.0,133.0,510.0,,12.0,124.0,10.33,1.0,0.0,0.0,0.0,0.0,510.0,4.0,133.0,124.0,0.0,97.4
2254,Steve Broussard,ATL,RB,23.0,13.0,10.0,0.0,0.0,0.0,0.0,126.0,454.0,,24.0,160.0,6.67,6.0,0.0,0.0,0.0,0.0,454.0,4.0,126.0,160.0,0.0,97.4
2255,Maurice Morris,DET,RB,30.0,14.0,3.0,0.0,0.0,0.0,0.0,93.0,384.0,38.0,26.0,210.0,8.08,1.0,0.0,0.0,0.0,0.0,384.0,2.0,93.0,210.0,0.0,97.4
2256,Kyle Juszczyk,BAL,RB,24.0,16.0,11.0,0.0,0.0,0.0,0.0,2.0,3.0,56.0,41.0,321.0,7.83,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,321.0,4.0,97.4
2257,J.D. McKissic,SEA,RB,24.0,13.0,1.0,0.0,0.0,0.0,0.0,46.0,187.0,46.0,34.0,266.0,7.82,0.0,0.0,0.0,0.0,0.0,187.0,1.0,46.0,266.0,2.0,97.3
2258,Alfred Blue,HOU,RB,27.0,16.0,2.0,0.0,0.0,0.0,0.0,150.0,499.0,27.0,20.0,154.0,7.7,0.0,0.0,0.0,0.0,0.0,499.0,2.0,150.0,154.0,0.0,97.3
2259,Ottis Anderson,STL,RB,25.0,8.0,8.0,0.0,0.0,0.0,0.0,145.0,587.0,,14.0,106.0,7.57,2.0,0.0,0.0,0.0,0.0,587.0,3.0,145.0,106.0,0.0,97.3
2260,Brad Baxter,NYJ,RB,23.0,16.0,10.0,0.0,0.0,0.0,0.0,124.0,539.0,,8.0,73.0,9.13,4.0,0.0,0.0,0.0,0.0,539.0,6.0,124.0,73.0,0.0,97.2
2261,Mike Alstott,TAM,RB,32.0,16.0,7.0,0.0,0.0,0.0,0.0,34.0,80.0,38.0,25.0,222.0,8.88,0.0,0.0,0.0,0.0,0.0,80.0,6.0,34.0,222.0,1.0,97.2
2262,Albert Bentley,IND,RB,26.0,12.0,3.0,0.0,0.0,0.0,0.0,73.0,351.0,,25.0,230.0,9.2,2.0,0.0,0.0,0.0,0.0,351.0,3.0,73.0,230.0,0.0,97.1
2263,Alfred Blue,HOU,RB,23.0,16.0,3.0,0.0,0.0,0.0,0.0,169.0,528.0,18.0,15.0,113.0,7.53,0.0,0.0,0.0,0.0,0.0,528.0,2.0,169.0,113.0,1.0,97.1
2264,Louie Giammona,PHI,RB,27.0,16.0,4.0,3.0,3.0,55.0,0.0,97.0,361.0,,17.0,178.0,10.47,5.0,0.0,55.0,1.0,3.0,361.0,4.0,97.0,178.0,1.0,97.1
2265,Ickey Woods,CIN,RB,24.0,10.0,6.0,0.0,0.0,0.0,0.0,64.0,268.0,,20.0,162.0,8.1,1.0,0.0,0.0,0.0,0.0,268.0,6.0,64.0,162.0,0.0,97.0
2266,Steve Broussard,ATL,RB,24.0,14.0,5.0,0.0,0.0,0.0,0.0,99.0,449.0,,12.0,120.0,10.0,1.0,0.0,0.0,0.0,0.0,449.0,4.0,99.0,120.0,1.0,96.9
2267,Boston Scott,PHI,RB,24.0,11.0,2.0,0.0,0.0,0.0,0.0,61.0,245.0,26.0,24.0,204.0,8.5,4.0,1.0,0.0,0.0,0.0,245.0,5.0,61.0,204.0,0.0,96.9
2268,Mike Guman,RAM,RB,25.0,16.0,14.0,0.0,0.0,0.0,0.0,7.0,42.0,,34.0,347.0,10.21,0.0,0.0,0.0,0.0,0.0,42.0,0.0,7.0,347.0,4.0,96.9
2269,Jabar Gaffney,NWE,RB,28.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,38.0,468.0,12.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468.0,2.0,96.8
2270,Jerald Sowell,NYJ,RB,29.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,2.0,60.0,47.0,436.0,9.28,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,436.0,1.0,96.8
2271,Rob Carpenter,HOU,RB,23.0,11.0,2.0,0.0,0.0,0.0,0.0,82.0,348.0,,17.0,150.0,8.82,0.0,0.0,0.0,0.0,0.0,348.0,5.0,82.0,150.0,0.0,96.8
2272,Don Nottingham,BAL,RB,23.0,14.0,11.0,0.0,0.0,0.0,0.0,123.0,466.0,,25.0,191.0,7.64,6.0,0.0,0.0,0.0,0.0,466.0,3.0,123.0,191.0,0.0,96.7
2273,Rock Cartwright,WAS,RB,24.0,15.0,3.0,0.0,0.0,0.0,0.0,107.0,411.0,28.0,18.0,176.0,9.78,2.0,2.0,0.0,0.0,0.0,411.0,4.0,107.0,176.0,0.0,96.7
2274,Jesse Chatman,MIA,RB,28.0,14.0,6.0,0.0,0.0,0.0,0.0,128.0,515.0,37.0,27.0,161.0,5.96,1.0,2.0,0.0,0.0,0.0,515.0,1.0,128.0,161.0,0.0,96.6
2275,Floyd Little,DEN,RB,32.0,14.0,9.0,0.0,0.0,0.0,0.0,117.0,312.0,,29.0,344.0,11.86,2.0,0.0,0.0,0.0,0.0,312.0,1.0,117.0,344.0,0.0,96.6
2276,Alfred Morris,WAS,RB,27.0,16.0,16.0,0.0,0.0,0.0,0.0,202.0,751.0,13.0,10.0,55.0,5.5,0.0,0.0,0.0,0.0,0.0,751.0,1.0,202.0,55.0,0.0,96.6
2277,Mike Bell,NOR,RB,26.0,13.0,3.0,0.0,0.0,0.0,0.0,172.0,654.0,4.0,4.0,12.0,3.0,2.0,2.0,0.0,0.0,0.0,654.0,5.0,172.0,12.0,0.0,96.6
2278,Antowain Smith,NOR,RB,33.0,16.0,7.0,0.0,0.0,0.0,0.0,166.0,659.0,15.0,12.0,46.0,3.83,2.0,2.0,0.0,0.0,0.0,659.0,3.0,166.0,46.0,0.0,96.5
2279,Walter Abercrombie,PIT,RB,25.0,14.0,7.0,0.0,0.0,0.0,0.0,145.0,610.0,,16.0,135.0,8.44,0.0,0.0,0.0,0.0,0.0,610.0,1.0,145.0,135.0,0.0,96.5
2280,Duce Staley,PIT,RB,29.0,10.0,10.0,0.0,0.0,0.0,0.0,192.0,830.0,12.0,6.0,55.0,9.17,3.0,2.0,0.0,0.0,0.0,830.0,1.0,192.0,55.0,0.0,96.5
2281,Jonathan Wells,HOU,RB,26.0,15.0,6.0,0.0,0.0,0.0,0.0,90.0,325.0,27.0,22.0,179.0,8.14,1.0,0.0,0.0,0.0,0.0,325.0,4.0,90.0,179.0,0.0,96.4
2282,Clint Jones,MIN,RB,26.0,14.0,10.0,0.0,0.0,0.0,0.0,180.0,675.0,,9.0,98.0,10.89,7.0,0.0,0.0,0.0,0.0,675.0,4.0,180.0,98.0,0.0,96.3
2283,Allen Pinkett,HOU,RB,22.0,16.0,3.0,0.0,0.0,0.0,0.0,77.0,225.0,,35.0,248.0,7.09,2.0,0.0,0.0,0.0,0.0,225.0,2.0,77.0,248.0,1.0,96.3
2284,Jimmy Rogers,NOR,RB,25.0,16.0,9.0,0.0,0.0,0.0,0.0,80.0,366.0,,27.0,267.0,9.89,6.0,0.0,0.0,0.0,0.0,366.0,1.0,80.0,267.0,2.0,96.3
2285,Bishop Sankey,TEN,RB,22.0,16.0,9.0,0.0,0.0,0.0,0.0,152.0,569.0,23.0,18.0,133.0,7.39,2.0,2.0,0.0,0.0,0.0,569.0,2.0,152.0,133.0,0.0,96.2
2286,James Brooks,CIN,RB,29.0,9.0,7.0,0.0,0.0,0.0,0.0,94.0,290.0,,22.0,272.0,12.36,0.0,0.0,0.0,0.0,0.0,290.0,1.0,94.0,272.0,2.0,96.2
2287,Malcolm Mitchell,NWE,RB,24.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,32.0,401.0,12.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.0,4.0,96.1
2288,Eric Bieniemy,CIN,RB,27.0,16.0,0.0,0.0,0.0,0.0,0.0,56.0,269.0,46.0,32.0,272.0,8.5,1.0,1.0,0.0,0.0,0.0,269.0,2.0,56.0,272.0,0.0,96.1
2289,Robert Smith,MIN,RB,24.0,8.0,7.0,0.0,0.0,0.0,0.0,162.0,692.0,14.0,7.0,39.0,5.57,2.0,1.0,0.0,0.0,0.0,692.0,3.0,162.0,39.0,0.0,96.1
2290,Thomas Jones,ARI,RB,22.0,14.0,4.0,0.0,0.0,0.0,0.0,112.0,373.0,46.0,32.0,208.0,6.5,4.0,3.0,0.0,0.0,0.0,373.0,2.0,112.0,208.0,0.0,96.1
2291,Giovani Bernard,CIN,RB,27.0,12.0,4.0,0.0,0.0,0.0,0.0,56.0,211.0,48.0,35.0,218.0,6.23,0.0,0.0,0.0,0.0,0.0,211.0,3.0,56.0,218.0,0.0,95.9
2292,Benny Malone,WAS,RB,27.0,16.0,16.0,0.0,0.0,0.0,0.0,176.0,472.0,,13.0,137.0,10.54,1.0,0.0,0.0,0.0,0.0,472.0,3.0,176.0,137.0,1.0,95.9
2293,Gene Lang,ATL,RB,26.0,16.0,3.0,0.0,0.0,0.0,0.0,53.0,191.0,,37.0,398.0,10.76,3.0,0.0,0.0,0.0,0.0,191.0,0.0,53.0,398.0,1.0,95.9
2294,Benny Malone,WAS,RB,27.0,16.0,16.0,0.0,0.0,0.0,0.0,176.0,472.0,,13.0,137.0,10.54,1.0,0.0,0.0,0.0,0.0,472.0,3.0,176.0,137.0,1.0,95.9
2295,Greg Bell,BUF,RB,24.0,6.0,6.0,0.0,0.0,0.0,0.0,90.0,377.0,,12.0,142.0,11.83,2.0,0.0,0.0,0.0,0.0,377.0,4.0,90.0,142.0,2.0,95.9
2296,Gary Davis,MIA,RB,25.0,16.0,3.0,0.0,0.0,0.0,0.0,98.0,383.0,,34.0,215.0,6.32,2.0,0.0,0.0,0.0,0.0,383.0,1.0,98.0,215.0,0.0,95.8
2297,Art Malone,ATL,RB,26.0,13.0,13.0,0.0,0.0,0.0,0.0,116.0,410.0,,28.0,168.0,6.0,1.0,0.0,0.0,0.0,0.0,410.0,2.0,116.0,168.0,0.0,95.8
2298,Gary Davis,MIA,RB,25.0,16.0,3.0,0.0,0.0,0.0,0.0,98.0,383.0,,34.0,215.0,6.32,2.0,0.0,0.0,0.0,0.0,383.0,1.0,98.0,215.0,0.0,95.8
2299,Mario Bates,NOR,RB,23.0,14.0,10.0,0.0,0.0,0.0,0.0,164.0,584.0,16.0,13.0,44.0,3.38,4.0,2.0,0.0,0.0,0.0,584.0,4.0,164.0,44.0,0.0,95.8
2300,Bill Olds,BAL,RB,23.0,13.0,13.0,0.0,0.0,0.0,0.0,129.0,475.0,,21.0,153.0,7.29,3.0,0.0,0.0,0.0,0.0,475.0,1.0,129.0,153.0,2.0,95.8
2301,Tim Wilson,HOU,RB,25.0,16.0,16.0,0.0,0.0,0.0,0.0,84.0,319.0,,29.0,208.0,7.17,2.0,0.0,0.0,0.0,0.0,319.0,2.0,84.0,208.0,1.0,95.7
2302,Tim Wilson,HOU,RB,25.0,16.0,16.0,0.0,0.0,0.0,0.0,84.0,319.0,,29.0,208.0,7.17,2.0,0.0,0.0,0.0,0.0,319.0,2.0,84.0,208.0,1.0,95.7
2303,Ken Willard,SFO,RB,29.0,14.0,11.0,0.0,0.0,0.0,0.0,100.0,345.0,,24.0,131.0,5.46,3.0,0.0,0.0,0.0,0.0,345.0,4.0,100.0,131.0,1.0,95.6
2304,DeShaun Foster,CAR,RB,23.0,14.0,2.0,0.0,0.0,0.0,0.0,113.0,429.0,35.0,26.0,207.0,7.96,3.0,3.0,0.0,0.0,0.0,429.0,0.0,113.0,207.0,2.0,95.6
2305,Timmy Newsome,DAL,RB,29.0,11.0,8.0,0.0,0.0,0.0,0.0,25.0,121.0,,34.0,274.0,8.06,1.0,0.0,0.0,0.0,0.0,121.0,2.0,25.0,274.0,2.0,95.5
2306,Justin Fargas,OAK,RB,29.0,12.0,4.0,0.0,0.0,0.0,0.0,129.0,491.0,21.0,17.0,113.0,6.65,1.0,0.0,0.0,0.0,0.0,491.0,3.0,129.0,113.0,0.0,95.4
2307,Frank Hawkins,RAI,RB,26.0,16.0,16.0,0.0,0.0,0.0,0.0,84.0,269.0,,27.0,174.0,6.44,0.0,0.0,0.0,0.0,0.0,269.0,4.0,84.0,174.0,0.0,95.3
2308,Mike Anderson,DEN,RB,29.0,15.0,12.0,0.0,0.0,0.0,0.0,84.0,386.0,24.0,18.0,167.0,9.28,2.0,1.0,0.0,0.0,0.0,386.0,2.0,84.0,167.0,2.0,95.3
2309,Derrick Moore,CAR,RB,28.0,13.0,10.0,0.0,0.0,0.0,0.0,195.0,740.0,8.0,4.0,12.0,3.0,4.0,4.0,0.0,0.0,0.0,740.0,4.0,195.0,12.0,0.0,95.2
2310,Ronnie Harmon,BUF,RB,25.0,15.0,2.0,0.0,0.0,0.0,0.0,17.0,99.0,,29.0,363.0,12.52,2.0,0.0,0.0,0.0,0.0,99.0,0.0,17.0,363.0,4.0,95.2
2311,Brian Westbrook,SFO,RB,31.0,14.0,5.0,0.0,0.0,0.0,0.0,77.0,340.0,24.0,16.0,150.0,9.38,0.0,0.0,0.0,0.0,0.0,340.0,4.0,77.0,150.0,1.0,95.0
2312,Robert Holmes,SDG,RB,28.0,13.0,2.0,0.0,0.0,0.0,0.0,78.0,289.0,,19.0,151.0,7.95,5.0,0.0,0.0,0.0,0.0,289.0,7.0,78.0,151.0,0.0,95.0
2313,Terdell Middleton,GNB,RB,24.0,14.0,12.0,0.0,0.0,0.0,0.0,131.0,495.0,,18.0,155.0,8.61,3.0,0.0,0.0,0.0,0.0,495.0,2.0,131.0,155.0,1.0,95.0
2314,Terdell Middleton,GNB,RB,24.0,14.0,12.0,0.0,0.0,0.0,0.0,131.0,495.0,,18.0,155.0,8.61,3.0,0.0,0.0,0.0,0.0,495.0,2.0,131.0,155.0,1.0,95.0
2315,Frank Gore,BUF,RB,36.0,16.0,8.0,0.0,0.0,0.0,0.0,166.0,599.0,16.0,13.0,100.0,7.69,0.0,0.0,0.0,0.0,0.0,599.0,2.0,166.0,100.0,0.0,94.9
2316,Reggie Cobb,TAM,RB,25.0,12.0,10.0,0.0,0.0,0.0,0.0,221.0,658.0,14.0,9.0,61.0,6.78,5.0,0.0,0.0,0.0,0.0,658.0,3.0,221.0,61.0,1.0,94.9
2317,Kendall Hunter,SFO,RB,23.0,16.0,1.0,0.0,0.0,0.0,0.0,112.0,473.0,26.0,16.0,195.0,12.19,1.0,0.0,0.0,0.0,0.0,473.0,2.0,112.0,195.0,0.0,94.8
2318,Mike Alstott,TAM,RB,27.0,13.0,13.0,0.0,1.0,0.0,0.0,131.0,465.0,19.0,13.0,93.0,7.15,3.0,2.0,0.0,0.0,1.0,465.0,5.0,131.0,93.0,0.0,94.8
2319,Don Hardeman,HOU,RB,22.0,13.0,10.0,0.0,0.0,0.0,0.0,166.0,648.0,,5.0,10.0,2.0,3.0,0.0,0.0,0.0,0.0,648.0,5.0,166.0,10.0,0.0,94.8
